,Date-Time (EST),tau_st_Rh,tau_st_h
0,2024-02-08 16:41:54,0.016025105318943113,0.020758464987246993
1,2024-02-08 16:46:54,0.016025105318943113,0.020758464987246993
2,2024-02-08 16:51:54,0.016025105318943113,0.020758464987246993
3,2024-02-08 16:56:54,0.016025105318943113,0.020758464987246993
4,2024-02-08 17:01:54,0.016025105318943113,0.020758464987246993
5,2024-02-08 17:06:54,0.016025105318943113,0.020758464987246993
6,2024-02-08 17:11:54,0.016025105318943113,0.020758464987246993
7,2024-02-08 17:16:54,0.016025105318943113,0.020758464987246993
8,2024-02-08 17:21:54,0.016025105318943113,0.020758464987246993
9,2024-02-08 17:26:54,0.016025105318943113,0.020758464987246993
10,2024-02-08 17:31:54,0.016025105318943113,0.020758464987246993
11,2024-02-08 17:36:54,0.016025105318943113,0.020758464987246993
12,2024-02-08 17:41:54,0.016025105318943113,0.020758464987246993
13,2024-02-08 17:46:54,0.016025105318943113,0.020758464987246993
14,2024-02-08 17:51:54,0.016025105318943113,0.020758464987246993
15,2024-02-08 17:56:54,0.016025105318943113,0.020758464987246993
16,2024-02-08 18:01:54,0.01602525482921611,0.02075865865859614
17,2024-02-08 18:06:54,0.01602525482921611,0.02075865865859614
18,2024-02-08 18:11:54,0.01602525482921611,0.02075865865859614
19,2024-02-08 18:16:54,0.01602525482921611,0.02075865865859614
20,2024-02-08 18:21:54,0.016025400624134926,0.020758847517181298
21,2024-02-08 18:26:54,0.016025400624134926,0.020758847517181298
22,2024-02-08 18:31:54,0.016025400624134926,0.020758847517181298
23,2024-02-08 18:36:54,0.016025400624134926,0.020758847517181298
24,2024-02-08 18:41:54,0.016025400624134926,0.020758847517181298
25,2024-02-08 18:46:54,0.016025542635592332,0.020759031474778308
26,2024-02-08 18:51:54,0.016025542635592332,0.020759031474778308
27,2024-02-08 18:56:54,0.016025542635592332,0.020759031474778308
28,2024-02-08 19:01:54,0.016025542635592332,0.020759031474778308
29,2024-02-08 19:06:54,0.0160256808826939,0.020759210556135995
30,2024-02-08 19:11:54,0.0160256808826939,0.020759210556135995
31,2024-02-08 19:16:54,0.0160256808826939,0.020759210556135995
32,2024-02-08 19:21:54,0.0160256808826939,0.020759210556135995
33,2024-02-08 19:26:54,0.016025815299423447,0.02075938467573885
34,2024-02-08 19:31:54,0.016025815299423447,0.02075938467573885
35,2024-02-08 19:36:54,0.016025815299423447,0.02075938467573885
36,2024-02-08 19:41:54,0.016025815299423447,0.02075938467573885
37,2024-02-08 19:46:54,0.016025945863313143,0.020759553804482717
38,2024-02-08 19:51:54,0.016025945863313143,0.020759553804482717
39,2024-02-08 19:56:54,0.016025945863313143,0.020759553804482717
40,2024-02-08 20:01:54,0.016025945863313143,0.020759553804482717
41,2024-02-08 20:06:54,0.0160260725894422,0.020759717961900757
42,2024-02-08 20:11:54,0.0160260725894422,0.020759717961900757
43,2024-02-08 20:16:54,0.0160260725894422,0.020759717961900757
44,2024-02-08 20:21:54,0.0160260725894422,0.020759717961900757
45,2024-02-08 20:26:54,0.01602362569778723,0.02075718840778888
46,2024-02-08 20:31:54,0.01602362569778723,0.02075718840778888
47,2024-02-08 20:36:54,0.01602362569778723,0.02075718840778888
48,2024-02-08 20:41:54,0.01602362569778723,0.02075718840778888
49,2024-02-08 20:46:54,0.01602362569778723,0.02075718840778888
50,2024-02-08 20:51:54,0.01602374461599245,0.020757342455795077
51,2024-02-08 20:56:54,0.01602374461599245,0.020757342455795077
52,2024-02-08 21:01:54,0.01602374461599245,0.020757342455795077
53,2024-02-08 21:06:54,0.01602374461599245,0.020757342455795077
54,2024-02-08 21:11:54,0.01602385961988229,0.020757491433152263
55,2024-02-08 21:16:54,0.01602385961988229,0.020757491433152263
56,2024-02-08 21:21:54,0.01602385961988229,0.020757491433152263
57,2024-02-08 21:26:54,0.01602385961988229,0.020757491433152263
58,2024-02-08 21:31:54,0.01602385961988229,0.020757491433152263
59,2024-02-08 21:36:54,0.016023970649808646,0.0207576352625916
60,2024-02-08 21:41:54,0.016023970649808646,0.0207576352625916
61,2024-02-08 21:46:54,0.016023970649808646,0.0207576352625916
62,2024-02-08 21:51:54,0.016023970649808646,0.0207576352625916
63,2024-02-08 21:56:54,0.016023970649808646,0.0207576352625916
64,2024-02-08 22:01:54,0.016024077713997723,0.02075777395476941
65,2024-02-08 22:06:54,0.016024077713997723,0.02075777395476941
66,2024-02-08 22:11:54,0.016024077713997723,0.02075777395476941
67,2024-02-08 22:16:54,0.016024077713997723,0.02075777395476941
68,2024-02-08 22:21:54,0.016024180754949942,0.020757907435200073
69,2024-02-08 22:26:54,0.016024180754949942,0.020757907435200073
70,2024-02-08 22:31:54,0.016024180754949942,0.020757907435200073
71,2024-02-08 22:36:54,0.016024180754949942,0.020757907435200073
72,2024-02-08 22:41:54,0.016024180754949942,0.020757907435200073
73,2024-02-08 22:46:54,0.016024279807179596,0.02075803574859381
74,2024-02-08 22:51:54,0.016024279807179596,0.02075803574859381
75,2024-02-08 22:56:54,0.016024279807179596,0.02075803574859381
76,2024-02-08 23:01:54,0.016024279807179596,0.02075803574859381
77,2024-02-08 23:06:54,0.016024374783781933,0.02075815878237319
78,2024-02-08 23:11:54,0.016024374783781933,0.02075815878237319
79,2024-02-08 23:16:54,0.016024374783781933,0.02075815878237319
80,2024-02-08 23:21:54,0.016024374783781933,0.02075815878237319
81,2024-02-08 23:26:54,0.016024374783781933,0.02075815878237319
82,2024-02-08 23:31:54,0.01602446568737916,0.02075827653993506
83,2024-02-08 23:36:54,0.01602446568737916,0.02075827653993506
84,2024-02-08 23:41:54,0.01602446568737916,0.02075827653993506
85,2024-02-08 23:46:54,0.01602446568737916,0.02075827653993506
86,2024-02-08 23:51:54,0.01602446568737916,0.02075827653993506
87,2024-02-08 23:56:54,0.01602455249010282,0.020758388985178317
88,2024-02-09 00:01:54,0.01602455249010282,0.020758388985178317
89,2024-02-09 00:06:54,0.01602455249010282,0.020758388985178317
90,2024-02-09 00:11:54,0.01602455249010282,0.020758388985178317
91,2024-02-09 00:16:54,0.01602455249010282,0.020758388985178317
92,2024-02-09 00:21:54,0.01602463516390609,0.020758496081770755
93,2024-02-09 00:26:54,0.01602463516390609,0.020758496081770755
94,2024-02-09 00:31:54,0.01602463516390609,0.020758496081770755
95,2024-02-09 00:36:54,0.01602463516390609,0.020758496081770755
96,2024-02-09 00:41:54,0.01602463516390609,0.020758496081770755
97,2024-02-09 00:46:54,0.01602463516390609,0.020758496081770755
98,2024-02-09 00:51:54,0.01602463516390609,0.020758496081770755
99,2024-02-09 00:56:54,0.01602471365779509,0.02075859776365434
100,2024-02-09 01:01:54,0.01602471365779509,0.02075859776365434
101,2024-02-09 01:06:54,0.01602471365779509,0.02075859776365434
102,2024-02-09 01:11:54,0.01602471365779509,0.02075859776365434
103,2024-02-09 01:16:54,0.01602471365779509,0.02075859776365434
104,2024-02-09 01:21:54,0.01602471365779509,0.02075859776365434
105,2024-02-09 01:26:54,0.01602471365779509,0.02075859776365434
106,2024-02-09 01:31:54,0.01602471365779509,0.02075859776365434
107,2024-02-09 01:36:54,0.016024787990172484,0.02075869405466809
108,2024-02-09 01:41:54,0.016024787990172484,0.02075869405466809
109,2024-02-09 01:46:54,0.016024787990172484,0.02075869405466809
110,2024-02-09 01:51:54,0.016024787990172484,0.02075869405466809
111,2024-02-09 01:56:54,0.016024787990172484,0.02075869405466809
112,2024-02-09 02:01:54,0.016024787990172484,0.02075869405466809
113,2024-02-09 02:06:54,0.016024787990172484,0.02075869405466809
114,2024-02-09 02:11:54,0.016024787990172484,0.02075869405466809
115,2024-02-09 02:16:54,0.016024787990172484,0.02075869405466809
116,2024-02-09 02:21:54,0.016024787990172484,0.02075869405466809
117,2024-02-09 02:26:54,0.016024787990172484,0.02075869405466809
118,2024-02-09 02:31:54,0.016024858108408625,0.020758784886634962
119,2024-02-09 02:36:54,0.016024858108408625,0.020758784886634962
120,2024-02-09 02:41:54,0.016024858108408625,0.020758784886634962
121,2024-02-09 02:46:54,0.016024858108408625,0.020758784886634962
122,2024-02-09 02:51:54,0.016024858108408625,0.020758784886634962
123,2024-02-09 02:56:54,0.016024858108408625,0.020758784886634962
124,2024-02-09 03:01:54,0.016024858108408625,0.020758784886634962
125,2024-02-09 03:06:54,0.016024858108408625,0.020758784886634962
126,2024-02-09 03:11:54,0.016024858108408625,0.020758784886634962
